Target,Predictor,Importance,Importance_Type
delta_increment_NoCDF_minus_CDF_SSM,Evap_tavg_OPL,0.030037733507916074,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,Qs_tavg_OPL,0.011796204271939304,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,Qsb_tavg_OPL,0.016927256858025156,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,RZSM_OPL,0.013281343504293153,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,SMC_L1_OPL,0.02037300074866363,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,SMC_L2_OPL,0.010253951967873303,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,SMC_L3_OPL,0.01090908266095778,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,SMC_L4_OPL,0.010479142908175695,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,SSM_OPL,0.020334360218721006,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,elevation,0.0,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,irrigation_fraction,0.0,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,land_cover,0.03269620209392399,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,land_cover_dominant_fraction,0.002104094994086984,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,month,0.021494331236793444,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,precipitation_model,0.015934097561062364,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,season,0.033692063181111356,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,soil_texture,0.010941469243935924,Permutation_CV_Mean
delta_increment_NoCDF_minus_CDF_SSM,soil_texture_dominant_fraction,0.0,Permutation_CV_Mean
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.0710069846287764,Permutation_CV_Mean
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.018121134317216323,Permutation_CV_Mean
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.022963945414342688,Permutation_CV_Mean
increment_SSM_DA_NoCDF,RZSM_OPL,0.013840903762276239,Permutation_CV_Mean
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.04594136365707422,Permutation_CV_Mean
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.012507873294111373,Permutation_CV_Mean
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.011998404060032868,Permutation_CV_Mean
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.014270077196948209,Permutation_CV_Mean
increment_SSM_DA_NoCDF,SSM_OPL,0.04491318683352548,Permutation_CV_Mean
increment_SSM_DA_NoCDF,elevation,2.960594732333751e-17,Permutation_CV_Mean
increment_SSM_DA_NoCDF,irrigation_fraction,-7.401486830834377e-18,Permutation_CV_Mean
increment_SSM_DA_NoCDF,land_cover,0.05999175580242653,Permutation_CV_Mean
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.002669447555365297,Permutation_CV_Mean
increment_SSM_DA_NoCDF,month,0.02222595371302421,Permutation_CV_Mean
increment_SSM_DA_NoCDF,precipitation_model,0.029053518598184475,Permutation_CV_Mean
