Target,Predictor,Importance,Importance_Type,Importance_Rank
increment_SSM_DA_NoCDF,precipitation_model,0.008082049249916757,Permutation,8.0
increment_SSM_DA_NoCDF,SSM_OPL,0.028294777767973067,Permutation,4.0
increment_SSM_DA_NoCDF,RZSM_OPL,0.0027080187717032135,Permutation,13.0
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.03523563962731864,Permutation,2.0
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.004694385208652419,Permutation,12.0
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.019380898788631362,Permutation,5.0
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.029386546609145435,Permutation,3.0
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.001645515593403979,Permutation,14.0
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.006245286922854554,Permutation,11.0
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.008752435975800088,Permutation,7.0
increment_SSM_DA_NoCDF,month,0.006842002030410077,Permutation,10.0
increment_SSM_DA_NoCDF,season,0.01177958243766739,Permutation,6.0
increment_SSM_DA_NoCDF,elevation,0.0,Permutation,16.0
increment_SSM_DA_NoCDF,soil_texture,0.007458960978064333,Permutation,9.0
increment_SSM_DA_NoCDF,land_cover,0.038144383134765605,Permutation,1.0
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation,16.0
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation,16.0
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.0012007919562937897,Permutation,15.0
increment_SSM_DA_CDF,precipitation_model,0.027299703782389485,Permutation,1.0
increment_SSM_DA_CDF,SSM_OPL,0.01005356561721904,Permutation,5.0
increment_SSM_DA_CDF,RZSM_OPL,-0.00475559195911508,Permutation,17.0
increment_SSM_DA_CDF,Evap_tavg_OPL,0.012932119565032462,Permutation,4.0
increment_SSM_DA_CDF,Qs_tavg_OPL,-0.00020640409916141688,Permutation,15.0
increment_SSM_DA_CDF,Qsb_tavg_OPL,0.002447355022193931,Permutation,10.0
increment_SSM_DA_CDF,SMC_L1_OPL,0.009904547539518105,Permutation,6.0
increment_SSM_DA_CDF,SMC_L2_OPL,-0.004938638384551197,Permutation,18.0
increment_SSM_DA_CDF,SMC_L3_OPL,-0.003925217768372247,Permutation,16.0
