Target,Predictor,Importance,Importance_Type
increment_SSM_DA_NoCDF,precipitation_model,0.012079364102961598,Permutation_Temporal
increment_SSM_DA_NoCDF,SSM_OPL,0.02968210108716256,Permutation_Temporal
increment_SSM_DA_NoCDF,RZSM_OPL,0.0008897136652195714,Permutation_Temporal
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.034802037411259534,Permutation_Temporal
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.007619508240736095,Permutation_Temporal
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.019308701383055914,Permutation_Temporal
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.02985644581919016,Permutation_Temporal
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.0020010732150071097,Permutation_Temporal
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.004090008024187441,Permutation_Temporal
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.011088226424176395,Permutation_Temporal
increment_SSM_DA_NoCDF,month,0.005763763973267855,Permutation_Temporal
increment_SSM_DA_NoCDF,season,0.011605996491702065,Permutation_Temporal
increment_SSM_DA_NoCDF,elevation,2.2204460492503132e-17,Permutation_Temporal
increment_SSM_DA_NoCDF,soil_texture,0.008188065485619966,Permutation_Temporal
increment_SSM_DA_NoCDF,land_cover,0.038825573042180796,Permutation_Temporal
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation_Temporal
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation_Temporal
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.0005209623326391411,Permutation_Temporal
increment_SSM_DA_NoCDF,precipitation_model,0.026180786063423667,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,SSM_OPL,0.046423095915792266,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,RZSM_OPL,0.014553520743187462,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.06736118753915783,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.012185691182890071,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.01000115418885735,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.04271367960146814,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.015044068348593065,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.011216732313922432,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.011487377064740864,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,month,0.023850085585383263,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,season,0.024774532319300935,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,elevation,0.0,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,soil_texture,0.006784599427210991,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,land_cover,0.026725350233437917,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.0030503925930611686,Permutation_Spatial_Fold1
increment_SSM_DA_NoCDF,precipitation_model,0.031805294429119245,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,SSM_OPL,0.0590986285056189,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,RZSM_OPL,0.008823520665954598,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.07997143416927661,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.01875615236601517,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.020165430913729836,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.0505900730079352,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.010036699572985178,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.008508497926445665,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.012747784729830439,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,month,0.02216354432564564,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,season,0.026026917516922803,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,elevation,0.0,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,soil_texture,0.012246218629966851,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,land_cover,0.025216157995004613,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.002226911579668663,Permutation_Spatial_Fold2
increment_SSM_DA_NoCDF,precipitation_model,0.01348758829408366,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,SSM_OPL,0.01759990730134135,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,RZSM_OPL,0.0027610736910991993,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.029307646386053543,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.009681194194284556,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.027577102788890806,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.02063046105324066,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.006091756009521276,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.005059046722054483,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.014976470484969381,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,month,0.014613153162803575,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,season,0.020218070089083977,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,elevation,0.0,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,soil_texture,0.002560331908872208,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,land_cover,0.06175710229428507,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.001993625753893132,Permutation_Spatial_Fold3
increment_SSM_DA_NoCDF,precipitation_model,0.04673864463599705,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,SSM_OPL,0.04469078969826908,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,RZSM_OPL,0.01702413965281846,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.09208427162981354,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.03397140574430554,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.04641581283544205,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.05013294712401902,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.021733637701069213,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.02564800796309589,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.018876301151136032,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,month,0.03507365589841238,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,season,0.02149393942565736,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,elevation,0.0,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,soil_texture,0.022887185620403,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,land_cover,0.11690160638621727,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.0016938106273285773,Permutation_Spatial_Fold4
increment_SSM_DA_NoCDF,precipitation_model,0.029964011769843646,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,SSM_OPL,0.05165321185967594,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,RZSM_OPL,0.021830000615016054,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,Evap_tavg_OPL,0.08797551294388124,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,Qs_tavg_OPL,0.00991334385852479,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,Qsb_tavg_OPL,0.016586177651695528,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,SMC_L1_OPL,0.0483480797056377,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,SMC_L2_OPL,0.021121774590818248,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,SMC_L3_OPL,0.011908342479157433,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,SMC_L4_OPL,0.006263543779109204,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,month,0.014414186934831616,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,season,0.019442403249898394,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,elevation,0.0,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,soil_texture,0.006493332668099853,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,land_cover,0.06272267202355164,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,irrigation_fraction,0.0,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,soil_texture_dominant_fraction,0.0,Permutation_Spatial_Fold5
increment_SSM_DA_NoCDF,land_cover_dominant_fraction,0.002797519414888779,Permutation_Spatial_Fold5
delta_increment_NoCDF_minus_CDF_SSM,precipitation_model,0.0022305594304373065,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,SSM_OPL,0.0014234201358306997,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,RZSM_OPL,-0.002617336383772173,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,Evap_tavg_OPL,-0.006678667960339046,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,Qs_tavg_OPL,-0.002126264446314563,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,Qsb_tavg_OPL,0.00542176813661035,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,SMC_L1_OPL,0.0013220300564668497,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,SMC_L2_OPL,-0.002938795596888166,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,SMC_L3_OPL,0.003821831853982349,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,SMC_L4_OPL,-0.0010599996575737514,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,month,0.0037348380598239083,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,season,0.0033074943803158563,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,elevation,0.0,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,soil_texture,0.003920521657873377,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,land_cover,0.013589305141372177,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,irrigation_fraction,0.0,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,soil_texture_dominant_fraction,0.0,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,land_cover_dominant_fraction,0.0026540025557223457,Permutation_Temporal
delta_increment_NoCDF_minus_CDF_SSM,precipitation_model,0.011346281080737727,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,SSM_OPL,0.019056049010923354,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,RZSM_OPL,0.010654470798259838,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,Evap_tavg_OPL,0.03604974178776569,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,Qs_tavg_OPL,0.006036156518525848,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,Qsb_tavg_OPL,0.001700571590264525,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,SMC_L1_OPL,0.02211756973317036,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,SMC_L2_OPL,0.013697283415344671,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,SMC_L3_OPL,0.006425767147849333,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,SMC_L4_OPL,0.009952381878519398,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,month,0.02462327185241035,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,season,0.02802609323343293,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,elevation,0.0,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,soil_texture,0.016039772172754912,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,land_cover,0.013565766660421752,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,irrigation_fraction,0.0,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,soil_texture_dominant_fraction,0.0,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,land_cover_dominant_fraction,0.0021638846677816495,Permutation_Spatial_Fold1
delta_increment_NoCDF_minus_CDF_SSM,precipitation_model,0.016433540574435357,Permutation_Spatial_Fold2
delta_increment_NoCDF_minus_CDF_SSM,SSM_OPL,0.021632838521654724,Permutation_Spatial_Fold2
delta_increment_NoCDF_minus_CDF_SSM,RZSM_OPL,0.008314415341196554,Permutation_Spatial_Fold2
delta_increment_NoCDF_minus_CDF_SSM,Evap_tavg_OPL,0.03268283664115098,Permutation_Spatial_Fold2
delta_increment_NoCDF_minus_CDF_SSM,Qs_tavg_OPL,0.009023871560347674,Permutation_Spatial_Fold2
delta_increment_NoCDF_minus_CDF_SSM,Qsb_tavg_OPL,0.011988990720625129,Permutation_Spatial_Fold2
delta_increment_NoCDF_minus_CDF_SSM,SMC_L1_OPL,0.021236814537690035,Permutation_Spatial_Fold2
